Order ID,Order Date,Ship Date,Customer Name,Customer Segment,Category,Sub-Category,Product Name,Sales Amount,Profit,Discount,Quantity,Region,State
ORD1174,2023-04-13 00:00:00,2023-04-17 00:00:00,Customer 241,Consumer,Technology,Monitors,Monitors 28,303.07,66.65,0.19,7,Central,Illinois
ORD1175,2023-11-04 00:00:00,2023-11-06 00:00:00,Customer 4,Corporate,Technology,Phones,Phones 39,820.88,114.89,0.19,6,East,New York
ORD1176,2023-09-25 00:00:00,2023-09-29 00:00:00,Customer 270,Small Business,Office Supplies,Paper,Paper 29,367.11,40.36,0,2,Central,California
ORD1177,2023-09-26 00:00:00,2023-10-03 00:00:00,Customer 169,Consumer,Technology,Phones,Phones 25,382.53,72.23,0.14,9,South,New York
ORD1178,2023-03-15 00:00:00,2023-03-20 00:00:00,Customer 198,Consumer,Furniture,Bookcases,Bookcases 11,894.2,158.16,0.16,8,West,Texas
ORD1179,2023-12-01 00:00:00,2023-12-04 00:00:00,Customer 472,Consumer,Technology,Phones,Phones 9,865.51,56.73,0.11,5,Central,Texas
ORD1180,2023-07-04 00:00:00,2023-07-07 00:00:00,Customer 116,Home Office,Office Supplies,Paper,Paper 62,199.93,16.17,0.13,3,West,New York
ORD1181,2023-10-11 00:00:00,2023-10-16 00:00:00,Customer 249,Corporate,Furniture,Sofas,Sofas 2,852.48,53.16,0.19,9,South,New York
ORD1182,2023-05-09 00:00:00,2023-05-15 00:00:00,Customer 144,Consumer,Technology,Laptops,Laptops 52,114.08,27.35,0.05,1,Central,Illinois
ORD1183,2023-05-09 00:00:00,2023-05-16 00:00:00,Customer 496,Corporate,Furniture,Bookcases,Bookcases 80,959.7,183.72,0.18,2,South,California
ORD1184,2023-11-26 00:00:00,2023-11-30 00:00:00,Customer 478,Corporate,Furniture,Bookcases,Bookcases 87,385.71,53.12,0.13,10,West,California
ORD1185,2023-03-22 00:00:00,2023-03-27 00:00:00,Customer 282,Consumer,Technology,Printers,Printers 40,10.45,2.59,0.17,3,East,Illinois
ORD1186,2023-02-07 00:00:00,2023-02-14 00:00:00,Customer 49,Consumer,Office Supplies,Pens,Pens 20,633.17,130.93,0.16,4,South,Illinois
ORD1187,2023-08-13 00:00:00,2023-08-18 00:00:00,Customer 178,Small Business,Furniture,Tables,Tables 61,887.69,59.97,0.1,7,South,Illinois
ORD1188,2023-07-16 00:00:00,2023-07-21 00:00:00,Customer 129,Corporate,Furniture,Chairs,Chairs 19,883.84,206.43,0.02,4,West,Florida
ORD1189,2023-12-15 00:00:00,2023-12-17 00:00:00,Customer 151,Small Business,Furniture,Tables,Tables 84,586.41,132.12,0.16,1,South,California
ORD1190,2023-06-22 00:00:00,2023-06-26 00:00:00,Customer 186,Corporate,Office Supplies,Binders,Binders 71,880.57,194.74,0.12,4,South,Florida
ORD1191,2023-04-23 00:00:00,2023-04-24 00:00:00,Customer 282,Consumer,Furniture,Tables,Tables 67,771.57,205.89,0.04,9,East,Texas
ORD1192,2023-02-27 00:00:00,2023-03-05 00:00:00,Customer 279,Corporate,Office Supplies,Pens,Pens 77,214.88,44.1,0.15,7,Central,California
ORD1193,2023-09-01 00:00:00,2023-09-05 00:00:00,Customer 19,Home Office,Furniture,Bookcases,Bookcases 83,848.85,232.6,0.15,3,Central,Texas
ORD1194,2023-09-20 00:00:00,2023-09-21 00:00:00,Customer 238,Consumer,Office Supplies,Paper,Paper 57,767.93,177.97,0.02,7,East,New York
ORD1195,2023-10-03 00:00:00,2023-10-05 00:00:00,Customer 250,Corporate,Office Supplies,Staplers,Staplers 77,149.48,44.13,0.02,3,West,Illinois
ORD1196,2023-06-03 00:00:00,2023-06-07 00:00:00,Customer 442,Corporate,Technology,Phones,Phones 93,84.11,18.4,0.03,7,Central,California
ORD1197,2023-01-21 00:00:00,2023-01-24 00:00:00,Customer 271,Small Business,Office Supplies,Binders,Binders 48,965.94,211.78,0.02,6,South,Texas
ORD1198,2023-10-08 00:00:00,2023-10-13 00:00:00,Customer 139,Corporate,Office Supplies,Paper,Paper 74,948.02,173.62,0.18,4,East,California
ORD1199,2023-08-09 00:00:00,2023-08-10 00:00:00,Customer 232,Home Office,Office Supplies,Paper,Paper 97,340.08,71.6,0.15,6,East,California
ORD1200,2023-12-11 00:00:00,2023-12-14 00:00:00,Customer 397,Home Office,Office Supplies,Staplers,Staplers 74,588.8,160.63,0.04,6,South,California
ORD1201,2023-04-30 00:00:00,2023-05-07 00:00:00,Customer 471,Home Office,Office Supplies,Paper,Paper 60,676.33,151.34,0.03,5,East,Illinois
ORD1202,2023-02-20 00:00:00,2023-02-24 00:00:00,Customer 208,Small Business,Technology,Monitors,Monitors 94,571.45,163.67,0.07,10,Central,Illinois
ORD1203,2023-11-28 00:00:00,2023-12-03 00:00:00,Customer 490,Consumer,Technology,Printers,Printers 2,25.49,6.82,0.07,6,Central,Texas
ORD1204,2023-04-26 00:00:00,2023-05-01 00:00:00,Customer 28,Consumer,Technology,Printers,Printers 83,105.11,21.8,0.02,7,East,Florida
ORD1205,2023-12-13 00:00:00,2023-12-19 00:00:00,Customer 219,Small Business,Office Supplies,Pens,Pens 82,121.46,29.77,0.03,7,South,California
ORD1206,2023-08-07 00:00:00,2023-08-14 00:00:00,Customer 411,Small Business,Office Supplies,Paper,Paper 16,49.26,14.29,0.12,3,South,Florida
ORD1207,2023-04-06 00:00:00,2023-04-09 00:00:00,Customer 251,Home Office,Furniture,Bookcases,Bookcases 24,572.57,33.72,0.01,6,South,California
ORD1208,2023-10-05 00:00:00,2023-10-06 00:00:00,Customer 448,Small Business,Office Supplies,Pens,Pens 57,763.58,216.2,0.04,2,South,New York
ORD1209,2023-05-30 00:00:00,2023-06-04 00:00:00,Customer 81,Corporate,Technology,Phones,Phones 19,826.67,70.88,0.19,1,South,Texas
ORD1210,2023-03-18 00:00:00,2023-03-22 00:00:00,Customer 363,Consumer,Office Supplies,Paper,Paper 25,147.61,30.6,0.09,3,South,California
ORD1211,2023-11-21 00:00:00,2023-11-27 00:00:00,Customer 407,Corporate,Technology,Phones,Phones 27,309.65,75.74,0.16,9,South,Florida
ORD1212,2023-01-07 00:00:00,2023-01-10 00:00:00,Customer 134,Corporate,Office Supplies,Pens,Pens 53,239.11,25,0.18,9,Central,California
ORD1213,2023-10-18 00:00:00,2023-10-23 00:00:00,Customer 333,Consumer,Office Supplies,Paper,Paper 34,422.87,95.39,0.11,3,East,Texas
ORD1214,2023-07-28 00:00:00,2023-07-29 00:00:00,Customer 184,Small Business,Furniture,Sofas,Sofas 21,926.66,175.21,0.19,6,Central,California
ORD1215,2023-05-17 00:00:00,2023-05-20 00:00:00,Customer 239,Consumer,Furniture,Tables,Tables 28,473.72,125.42,0.17,6,Central,Florida
ORD1216,2023-08-18 00:00:00,2023-08-23 00:00:00,Customer 210,Corporate,Office Supplies,Binders,Binders 80,406.58,87.32,0.09,7,East,Illinois
ORD1217,2023-03-02 00:00:00,2023-03-08 00:00:00,Customer 326,Home Office,Technology,Phones,Phones 33,387.29,47.87,0.15,6,East,Illinois
ORD1218,2023-11-20 00:00:00,2023-11-24 00:00:00,Customer 361,Small Business,Furniture,Tables,Tables 66,146.83,34.95,0.13,10,South,New York
ORD1219,2024-01-01 00:00:00,2024-01-02 00:00:00,Customer 213,Small Business,Office Supplies,Paper,Paper 18,268.88,22.35,0.12,1,West,Illinois
ORD1220,2023-08-13 00:00:00,2023-08-19 00:00:00,Customer 176,Consumer,Office Supplies,Pens,Pens 64,453.72,55.37,0.19,5,South,New York
ORD1221,2023-11-01 00:00:00,2023-11-07 00:00:00,Customer 441,Small Business,Furniture,Sofas,Sofas 55,223.14,50.73,0.06,10,Central,California
ORD1222,2023-07-24 00:00:00,2023-07-25 00:00:00,Customer 157,Small Business,Furniture,Bookcases,Bookcases 88,381.76,77.74,0.11,3,West,Texas
ORD1223,2023-07-21 00:00:00,2023-07-27 00:00:00,Customer 238,Consumer,Technology,Monitors,Monitors 99,374.11,111.4,0.13,5,East,Illinois
ORD1224,2023-02-14 00:00:00,2023-02-21 00:00:00,Customer 70,Corporate,Furniture,Sofas,Sofas 96,345.91,75.54,0.02,5,Central,Florida
ORD1225,2023-11-17 00:00:00,2023-11-19 00:00:00,Customer 313,Consumer,Furniture,Sofas,Sofas 62,416.49,76.52,0.01,2,West,Florida
ORD1226,2023-09-01 00:00:00,2023-09-05 00:00:00,Customer 484,Corporate,Technology,Laptops,Laptops 37,948.26,87.51,0.05,5,West,California
ORD1227,2023-04-28 00:00:00,2023-05-05 00:00:00,Customer 267,Corporate,Technology,Monitors,Monitors 57,373.37,107.69,0.02,10,Central,Texas
ORD1228,2023-08-13 00:00:00,2023-08-18 00:00:00,Customer 299,Consumer,Furniture,Bookcases,Bookcases 48,205.82,50.56,0.03,9,Central,California
ORD1229,2023-01-30 00:00:00,2023-02-01 00:00:00,Customer 122,Consumer,Furniture,Bookcases,Bookcases 26,477.72,120.54,0.02,4,East,Florida
ORD1230,2023-01-18 00:00:00,2023-01-25 00:00:00,Customer 486,Consumer,Office Supplies,Binders,Binders 99,705.79,189.52,0.07,5,Central,Illinois
ORD1231,2023-12-09 00:00:00,2023-12-12 00:00:00,Customer 469,Corporate,Furniture,Sofas,Sofas 19,475.83,121.01,0.01,8,Central,Florida
ORD1232,2023-01-29 00:00:00,2023-02-03 00:00:00,Customer 185,Small Business,Office Supplies,Binders,Binders 89,618.99,53.97,0.18,5,South,Texas
ORD1233,2023-04-16 00:00:00,2023-04-19 00:00:00,Customer 247,Consumer,Furniture,Tables,Tables 44,812.94,56.11,0.13,3,West,California
ORD1234,2023-06-14 00:00:00,2023-06-17 00:00:00,Customer 79,Small Business,Office Supplies,Pens,Pens 16,418.33,87.44,0.19,10,East,Illinois
ORD1235,2023-09-05 00:00:00,2023-09-08 00:00:00,Customer 455,Corporate,Furniture,Bookcases,Bookcases 20,752.17,104.64,0.07,6,East,California
ORD1236,2023-09-30 00:00:00,2023-10-06 00:00:00,Customer 368,Consumer,Office Supplies,Paper,Paper 8,627.69,127.71,0.17,5,East,California
ORD1237,2023-01-12 00:00:00,2023-01-16 00:00:00,Customer 177,Corporate,Office Supplies,Paper,Paper 16,19.29,5.42,0.14,5,East,California
ORD1238,2023-05-13 00:00:00,2023-05-17 00:00:00,Customer 67,Home Office,Office Supplies,Binders,Binders 42,537.25,79.57,0.06,5,East,Illinois
ORD1239,2023-08-25 00:00:00,2023-09-01 00:00:00,Customer 109,Corporate,Furniture,Sofas,Sofas 5,352.61,79.85,0.18,1,Central,Texas
ORD1240,2023-04-24 00:00:00,2023-04-29 00:00:00,Customer 492,Consumer,Furniture,Sofas,Sofas 74,219.8,27.93,0.07,5,East,California
ORD1241,2023-06-03 00:00:00,2023-06-10 00:00:00,Customer 42,Home Office,Technology,Printers,Printers 44,66.9,13.35,0.04,1,South,California
ORD1242,2023-01-18 00:00:00,2023-01-20 00:00:00,Customer 158,Consumer,Office Supplies,Staplers,Staplers 42,721.02,63.37,0.15,9,South,Texas
ORD1243,2023-03-20 00:00:00,2023-03-22 00:00:00,Customer 218,Consumer,Office Supplies,Binders,Binders 2,219.88,27.43,0.1,3,East,Texas
ORD1244,2023-11-15 00:00:00,2023-11-18 00:00:00,Customer 378,Corporate,Furniture,Chairs,Chairs 59,989.76,165.3,0.11,3,South,California
ORD1245,2023-08-28 00:00:00,2023-09-02 00:00:00,Customer 467,Small Business,Furniture,Bookcases,Bookcases 83,340.87,80.95,0.02,8,East,Texas
ORD1246,2023-02-07 00:00:00,2023-02-11 00:00:00,Customer 370,Corporate,Office Supplies,Staplers,Staplers 63,756,164.22,0.12,5,West,California
ORD1247,2023-04-20 00:00:00,2023-04-24 00:00:00,Customer 322,Home Office,Furniture,Sofas,Sofas 89,939.52,115.25,0.14,2,South,Florida
ORD1248,2023-06-28 00:00:00,2023-06-30 00:00:00,Customer 467,Home Office,Office Supplies,Staplers,Staplers 93,753.64,171.34,0.07,9,Central,New York
ORD1249,2023-06-28 00:00:00,2023-07-01 00:00:00,Customer 323,Home Office,Office Supplies,Staplers,Staplers 3,792.28,179.24,0.06,2,Central,California
ORD1250,2023-02-07 00:00:00,2023-02-13 00:00:00,Customer 433,Small Business,Technology,Printers,Printers 27,918.72,55.54,0.19,9,West,New York
ORD1251,2023-07-31 00:00:00,2023-08-03 00:00:00,Customer 84,Corporate,Furniture,Tables,Tables 50,415.52,87.51,0.04,2,East,New York
ORD1252,2023-06-30 00:00:00,2023-07-06 00:00:00,Customer 467,Home Office,Office Supplies,Paper,Paper 51,528.28,134.78,0.07,1,East,Illinois
ORD1253,2023-12-11 00:00:00,2023-12-12 00:00:00,Customer 393,Consumer,Office Supplies,Pens,Pens 96,612.74,54.87,0.03,5,Central,Texas
ORD1254,2023-10-19 00:00:00,2023-10-26 00:00:00,Customer 130,Home Office,Technology,Monitors,Monitors 54,377.95,26.34,0.17,4,West,New York
ORD1255,2023-08-25 00:00:00,2023-08-27 00:00:00,Customer 294,Consumer,Furniture,Tables,Tables 63,48.62,8.15,0.15,4,Central,Illinois
ORD1256,2023-06-29 00:00:00,2023-07-06 00:00:00,Customer 49,Corporate,Technology,Phones,Phones 48,947.21,277.35,0.1,4,West,California
ORD1257,2023-04-30 00:00:00,2023-05-01 00:00:00,Customer 264,Home Office,Office Supplies,Staplers,Staplers 28,956.78,128.9,0.11,7,South,California
ORD1258,2023-12-04 00:00:00,2023-12-07 00:00:00,Customer 411,Home Office,Technology,Monitors,Monitors 30,800.37,91.5,0.04,4,West,Texas
ORD1259,2023-08-01 00:00:00,2023-08-03 00:00:00,Customer 29,Home Office,Technology,Printers,Printers 13,348.37,52.03,0.09,4,South,New York
ORD1260,2023-07-02 00:00:00,2023-07-08 00:00:00,Customer 104,Home Office,Furniture,Sofas,Sofas 16,665.73,96.66,0.1,3,South,Texas
ORD1261,2023-05-29 00:00:00,2023-06-04 00:00:00,Customer 325,Consumer,Furniture,Bookcases,Bookcases 19,250.3,35.01,0,2,East,Florida
ORD1262,2023-02-02 00:00:00,2023-02-03 00:00:00,Customer 270,Home Office,Office Supplies,Paper,Paper 35,62.58,13.82,0.16,1,West,Texas
ORD1263,2023-07-28 00:00:00,2023-08-03 00:00:00,Customer 119,Corporate,Technology,Monitors,Monitors 50,695.06,162.68,0.12,1,West,New York
ORD1264,2023-12-10 00:00:00,2023-12-15 00:00:00,Customer 320,Consumer,Office Supplies,Binders,Binders 67,666.62,57.3,0.13,2,West,Texas
ORD1265,2023-04-20 00:00:00,2023-04-23 00:00:00,Customer 158,Consumer,Office Supplies,Paper,Paper 2,83.39,18.3,0.02,1,South,California
ORD1266,2023-03-23 00:00:00,2023-03-28 00:00:00,Customer 178,Small Business,Technology,Laptops,Laptops 85,599.93,40,0.13,1,South,California
ORD1267,2023-10-03 00:00:00,2023-10-07 00:00:00,Customer 68,Home Office,Office Supplies,Binders,Binders 96,577.01,60.79,0.1,10,East,Texas
ORD1268,2023-06-25 00:00:00,2023-06-27 00:00:00,Customer 391,Corporate,Technology,Laptops,Laptops 5,417.12,97.33,0.05,8,Central,New York
ORD1269,2023-11-24 00:00:00,2023-11-26 00:00:00,Customer 72,Consumer,Office Supplies,Binders,Binders 71,704.18,104.33,0,4,Central,Texas
ORD1270,2023-06-15 00:00:00,2023-06-16 00:00:00,Customer 198,Corporate,Office Supplies,Paper,Paper 36,753.72,162.19,0.05,6,Central,New York
ORD1271,2023-02-17 00:00:00,2023-02-23 00:00:00,Customer 310,Small Business,Office Supplies,Binders,Binders 49,390.03,113.2,0.17,8,West,California
ORD1272,2023-01-10 00:00:00,2023-01-15 00:00:00,Customer 346,Consumer,Technology,Monitors,Monitors 9,39.95,3.94,0.19,2,South,New York
ORD1273,2023-02-04 00:00:00,2023-02-09 00:00:00,Customer 61,Home Office,Technology,Monitors,Monitors 35,129.39,25.68,0.08,8,West,Florida
ORD1274,2023-11-06 00:00:00,2023-11-13 00:00:00,Customer 488,Home Office,Furniture,Tables,Tables 13,664.65,99.71,0.19,3,Central,Florida
ORD1275,2023-09-03 00:00:00,2023-09-09 00:00:00,Customer 468,Small Business,Technology,Printers,Printers 86,149.86,19.35,0.18,1,East,California
ORD1276,2023-01-07 00:00:00,2023-01-10 00:00:00,Customer 330,Home Office,Furniture,Bookcases,Bookcases 19,733.77,97.74,0.13,5,West,Florida
ORD1277,2023-01-01 00:00:00,2023-01-08 00:00:00,Customer 62,Home Office,Technology,Laptops,Laptops 75,701.07,120.5,0.19,4,Central,California
ORD1278,2023-04-20 00:00:00,2023-04-22 00:00:00,Customer 209,Home Office,Technology,Printers,Printers 41,999.51,236.57,0.13,10,Central,Illinois
ORD1279,2023-01-16 00:00:00,2023-01-22 00:00:00,Customer 189,Small Business,Office Supplies,Binders,Binders 95,979.19,274.02,0.18,7,South,California
ORD1280,2023-05-21 00:00:00,2023-05-26 00:00:00,Customer 436,Consumer,Technology,Laptops,Laptops 11,896.51,117.55,0.06,4,South,New York
ORD1281,2023-01-17 00:00:00,2023-01-24 00:00:00,Customer 72,Home Office,Furniture,Bookcases,Bookcases 23,366.58,88.82,0.16,9,East,Texas
ORD1282,2023-03-07 00:00:00,2023-03-09 00:00:00,Customer 366,Consumer,Furniture,Bookcases,Bookcases 43,131.97,7.18,0.19,1,West,Florida
ORD1283,2023-08-08 00:00:00,2023-08-09 00:00:00,Customer 110,Small Business,Furniture,Bookcases,Bookcases 23,199.85,17.88,0.08,7,South,New York
ORD1284,2023-04-24 00:00:00,2023-04-30 00:00:00,Customer 457,Home Office,Furniture,Bookcases,Bookcases 87,314.72,93.04,0.16,4,Central,California
ORD1285,2023-01-22 00:00:00,2023-01-28 00:00:00,Customer 92,Home Office,Furniture,Sofas,Sofas 17,576.42,80.41,0.2,7,South,Illinois
ORD1286,2023-10-23 00:00:00,2023-10-25 00:00:00,Customer 274,Corporate,Technology,Monitors,Monitors 99,627.7,99.17,0.14,6,South,California
ORD1287,2023-01-11 00:00:00,2023-01-15 00:00:00,Customer 351,Small Business,Furniture,Chairs,Chairs 3,194.72,50.58,0.11,10,West,California
ORD1288,2023-01-31 00:00:00,2023-02-04 00:00:00,Customer 26,Corporate,Office Supplies,Staplers,Staplers 49,21.26,5.77,0.15,5,West,California
ORD1289,2023-07-05 00:00:00,2023-07-12 00:00:00,Customer 62,Home Office,Technology,Monitors,Monitors 67,815.66,158.22,0.04,1,Central,California
ORD1290,2023-01-22 00:00:00,2023-01-26 00:00:00,Customer 213,Home Office,Office Supplies,Binders,Binders 35,50.03,2.89,0.14,3,West,California
ORD1291,2023-06-06 00:00:00,2023-06-12 00:00:00,Customer 168,Small Business,Technology,Phones,Phones 31,367.44,95.33,0.12,4,Central,New York
ORD1292,2023-07-18 00:00:00,2023-07-20 00:00:00,Customer 348,Small Business,Office Supplies,Pens,Pens 99,426.04,126.63,0.15,2,Central,California
ORD1293,2023-06-01 00:00:00,2023-06-07 00:00:00,Customer 96,Corporate,Office Supplies,Pens,Pens 54,973.06,255.61,0.01,7,East,Florida
ORD1294,2023-06-24 00:00:00,2023-06-27 00:00:00,Customer 160,Small Business,Furniture,Chairs,Chairs 99,999.77,163.39,0.01,10,East,Texas
ORD1295,2023-04-20 00:00:00,2023-04-22 00:00:00,Customer 1,Home Office,Technology,Printers,Printers 93,79.62,23.49,0.11,1,Central,California
ORD1296,2023-10-25 00:00:00,2023-10-30 00:00:00,Customer 167,Home Office,Office Supplies,Binders,Binders 80,432.21,66.86,0,2,South,Texas
ORD1297,2023-12-04 00:00:00,2023-12-05 00:00:00,Customer 26,Consumer,Technology,Printers,Printers 57,368.23,102.18,0.11,3,West,Texas
ORD1298,2023-02-24 00:00:00,2023-02-28 00:00:00,Customer 195,Small Business,Technology,Monitors,Monitors 50,732.74,150.34,0.16,10,East,California
ORD1299,2023-04-28 00:00:00,2023-05-05 00:00:00,Customer 118,Home Office,Office Supplies,Binders,Binders 9,75.72,6.74,0.11,1,Central,Texas
ORD1300,2023-04-18 00:00:00,2023-04-23 00:00:00,Customer 380,Corporate,Technology,Laptops,Laptops 59,97.07,15.23,0.15,10,West,California
ORD1301,2023-12-06 00:00:00,2023-12-08 00:00:00,Customer 189,Home Office,Furniture,Sofas,Sofas 32,635.62,56.04,0.1,7,Central,New York
ORD1302,2023-03-10 00:00:00,2023-03-14 00:00:00,Customer 231,Consumer,Technology,Monitors,Monitors 96,661.8,168.57,0,2,East,Illinois
ORD1303,2023-03-12 00:00:00,2023-03-17 00:00:00,Customer 135,Consumer,Technology,Phones,Phones 11,877.41,139.09,0.07,8,East,Texas
ORD1304,2023-07-13 00:00:00,2023-07-15 00:00:00,Customer 214,Corporate,Technology,Monitors,Monitors 34,885.12,108.67,0.1,5,East,Illinois
ORD1305,2023-10-29 00:00:00,2023-11-05 00:00:00,Customer 325,Small Business,Furniture,Tables,Tables 27,529.29,136.95,0.15,2,East,Texas
ORD1306,2023-05-22 00:00:00,2023-05-29 00:00:00,Customer 281,Small Business,Technology,Laptops,Laptops 20,524.05,95.78,0.02,2,West,Texas
ORD1307,2023-06-25 00:00:00,2023-06-30 00:00:00,Customer 148,Corporate,Technology,Laptops,Laptops 31,134.21,31.18,0.11,4,East,Illinois
ORD1308,2023-07-04 00:00:00,2023-07-05 00:00:00,Customer 475,Consumer,Technology,Phones,Phones 49,303.85,79.95,0.05,1,Central,Texas
ORD1309,2023-08-05 00:00:00,2023-08-09 00:00:00,Customer 114,Corporate,Office Supplies,Paper,Paper 60,62.04,8.52,0.03,4,East,California
ORD1310,2023-10-13 00:00:00,2023-10-15 00:00:00,Customer 266,Small Business,Office Supplies,Binders,Binders 58,557.24,89.4,0.1,4,Central,California
ORD1311,2023-04-22 00:00:00,2023-04-29 00:00:00,Customer 238,Consumer,Technology,Laptops,Laptops 72,708.86,125.76,0.03,3,West,Illinois
ORD1312,2023-06-29 00:00:00,2023-07-01 00:00:00,Customer 459,Consumer,Technology,Monitors,Monitors 71,352.36,42.52,0.18,9,West,Texas
ORD1313,2023-01-26 00:00:00,2023-01-27 00:00:00,Customer 218,Corporate,Technology,Phones,Phones 89,735.3,158.9,0.12,1,West,Texas
ORD1314,2023-11-25 00:00:00,2023-11-26 00:00:00,Customer 9,Corporate,Technology,Phones,Phones 70,96.74,27.44,0.17,3,East,California
ORD1315,2023-07-18 00:00:00,2023-07-21 00:00:00,Customer 340,Small Business,Office Supplies,Binders,Binders 85,215.37,26.91,0.05,10,West,Illinois
ORD1316,2023-11-05 00:00:00,2023-11-08 00:00:00,Customer 350,Consumer,Office Supplies,Staplers,Staplers 38,834.98,236.92,0.2,3,East,Florida
ORD1317,2023-05-21 00:00:00,2023-05-25 00:00:00,Customer 272,Consumer,Technology,Phones,Phones 90,408.55,50.74,0.17,9,East,Texas
ORD1318,2023-12-29 00:00:00,2024-01-05 00:00:00,Customer 206,Home Office,Office Supplies,Paper,Paper 57,763.92,179.79,0.14,3,South,New York
ORD1319,2023-05-06 00:00:00,2023-05-12 00:00:00,Customer 430,Corporate,Furniture,Chairs,Chairs 80,718.96,47.77,0.13,2,East,Illinois
ORD1320,2023-07-20 00:00:00,2023-07-21 00:00:00,Customer 344,Home Office,Furniture,Bookcases,Bookcases 99,613.58,141.64,0.18,3,Central,Illinois
ORD1321,2023-06-21 00:00:00,2023-06-25 00:00:00,Customer 499,Consumer,Furniture,Tables,Tables 28,226.74,14.21,0.12,6,West,Illinois
ORD1322,2023-09-08 00:00:00,2023-09-14 00:00:00,Customer 256,Small Business,Technology,Laptops,Laptops 9,635.15,137.18,0.05,2,West,California
ORD1323,2023-08-07 00:00:00,2023-08-10 00:00:00,Customer 303,Corporate,Office Supplies,Paper,Paper 78,601.4,169.82,0.1,1,West,Florida
ORD1324,2023-04-19 00:00:00,2023-04-25 00:00:00,Customer 131,Consumer,Technology,Laptops,Laptops 8,844.36,52.35,0.19,3,Central,Texas
ORD1325,2023-03-22 00:00:00,2023-03-28 00:00:00,Customer 35,Consumer,Furniture,Tables,Tables 12,936.45,76.94,0.19,7,Central,Illinois
ORD1326,2023-05-25 00:00:00,2023-05-29 00:00:00,Customer 255,Consumer,Office Supplies,Binders,Binders 36,565.42,155.02,0.01,4,South,California
ORD1327,2023-01-22 00:00:00,2023-01-25 00:00:00,Customer 491,Corporate,Technology,Phones,Phones 44,274.22,19,0.03,8,South,Texas
ORD1328,2023-03-19 00:00:00,2023-03-24 00:00:00,Customer 178,Consumer,Technology,Phones,Phones 66,421.38,51.88,0.06,2,South,California
ORD1329,2023-08-29 00:00:00,2023-09-05 00:00:00,Customer 121,Home Office,Furniture,Chairs,Chairs 23,389.17,66.71,0.04,6,Central,California
ORD1330,2023-01-05 00:00:00,2023-01-06 00:00:00,Customer 118,Corporate,Office Supplies,Paper,Paper 97,960.91,207.88,0.07,4,West,Florida
ORD1331,2023-11-29 00:00:00,2023-11-30 00:00:00,Customer 487,Home Office,Office Supplies,Staplers,Staplers 27,125.9,16.86,0.13,10,Central,Florida
ORD1332,2023-07-28 00:00:00,2023-07-31 00:00:00,Customer 157,Corporate,Technology,Phones,Phones 99,894.08,151.2,0.08,10,West,New York
ORD1333,2023-08-04 00:00:00,2023-08-07 00:00:00,Customer 496,Home Office,Furniture,Tables,Tables 66,432.98,59,0.02,1,West,Illinois
ORD1334,2023-08-18 00:00:00,2023-08-24 00:00:00,Customer 404,Consumer,Technology,Phones,Phones 86,219.54,46,0.18,10,South,New York
ORD1335,2023-06-26 00:00:00,2023-07-02 00:00:00,Customer 315,Home Office,Furniture,Bookcases,Bookcases 5,543.33,132.56,0.11,2,South,Florida
ORD1336,2023-12-07 00:00:00,2023-12-10 00:00:00,Customer 35,Corporate,Furniture,Sofas,Sofas 83,879.16,200.8,0.07,8,East,Florida
ORD1337,2023-01-03 00:00:00,2023-01-08 00:00:00,Customer 413,Consumer,Office Supplies,Pens,Pens 70,936.36,80.64,0.15,6,South,Texas
ORD1338,2023-05-13 00:00:00,2023-05-18 00:00:00,Customer 330,Small Business,Furniture,Bookcases,Bookcases 91,198.89,12.4,0.19,2,East,Texas
ORD1339,2023-11-16 00:00:00,2023-11-23 00:00:00,Customer 64,Small Business,Technology,Monitors,Monitors 98,44.18,6.35,0.04,7,East,New York
ORD1340,2023-10-08 00:00:00,2023-10-09 00:00:00,Customer 156,Small Business,Office Supplies,Staplers,Staplers 44,921.2,82.9,0.17,8,East,California
ORD1341,2023-06-11 00:00:00,2023-06-13 00:00:00,Customer 177,Consumer,Furniture,Sofas,Sofas 80,951.97,136,0.15,5,East,Texas
ORD1342,2023-06-22 00:00:00,2023-06-24 00:00:00,Customer 284,Corporate,Furniture,Bookcases,Bookcases 30,912.3,209.84,0.2,8,East,Florida
ORD1343,2023-04-23 00:00:00,2023-04-28 00:00:00,Customer 445,Small Business,Office Supplies,Paper,Paper 72,878.95,235.86,0.06,4,South,Texas
ORD1344,2023-06-23 00:00:00,2023-06-29 00:00:00,Customer 72,Consumer,Office Supplies,Pens,Pens 17,813.87,74.77,0.07,3,West,Texas
ORD1345,2023-03-22 00:00:00,2023-03-24 00:00:00,Customer 2,Consumer,Office Supplies,Binders,Binders 10,283.13,61.49,0.2,4,West,Illinois
ORD1346,2023-01-14 00:00:00,2023-01-19 00:00:00,Customer 181,Home Office,Furniture,Chairs,Chairs 38,734.69,64.29,0.06,1,West,Illinois
ORD1347,2023-09-13 00:00:00,2023-09-18 00:00:00,Customer 348,Home Office,Office Supplies,Paper,Paper 96,60.83,6.63,0.03,8,West,New York
ORD1348,2023-12-13 00:00:00,2023-12-16 00:00:00,Customer 308,Corporate,Furniture,Bookcases,Bookcases 4,237.8,22.33,0.04,7,Central,New York
ORD1349,2023-06-16 00:00:00,2023-06-18 00:00:00,Customer 303,Consumer,Technology,Laptops,Laptops 14,30.53,7.64,0.09,3,West,California
